"laptop_ID","Company","Product","TypeName","Inches","ScreenResolution","Cpu","Ram","Memory","Gpu","OpSys","Weight","Price_euros"
1036,"HP","Spectre 13-V100nv","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.11kg",1149
1257,"Lenovo","ThinkPad 13","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.4kg",1499
298,"Dell","XPS 15","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2kg",1829
680,"Lenovo","Yoga 720-13IKB","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.3kg",1034
170,"Acer","Aspire 3","Notebook","15.6","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","Windows 10","2.1kg",363.51
1092,"MSI","GT72VR Dominator","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","3.78kg",2499
144,"Lenovo","ThinkPad E480","Notebook","14.0","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","AMD Radeon RX 550","Windows 10","1.75kg",1116.02
1030,"HP","ProBook 450","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.04kg",769.99
384,"Asus","VivoBook E403NA","Notebook","14.0","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.5kg",286
1115,"Dell","Latitude E5270","Ultrabook","12.5","1366x768","Intel Core i3 6100U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 7","1.5kg",1135.15
1315,"Asus","X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce","Notebook","15.6","1366x768","Intel Core i7 6500U 2.5GHz","4GB","500GB HDD","Nvidia GeForce 920M","Windows 10","2.2kg",720.32
996,"Lenovo","IdeaPad 320-15ABR","Notebook","15.6","Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz","6GB","256GB SSD","AMD Radeon 530","Windows 10","2.2kg",549
336,"MSI","GL72M 7REX","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.7kg",1199
1113,"HP","250 G5","Notebook","15.6","1366x768","Intel Pentium Quad Core N3710 1.6GHz","4GB","1TB HDD","Intel HD Graphics 405","Windows 10","1.96kg",500
358,"MSI","GP72MVR 7RFX","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.7kg",1409
62,"Dell","Vostro 5471","Ultrabook","14.0","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.7kg",879
57,"HP","15-bs002nv (i3-6006U/4GB/128GB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.91kg",439
1298,"HP","Pavilion 15-AW003nv","Notebook","15.6","Full HD 1920x1080","AMD A9-Series 9410 2.9GHz","6GB","1.0TB Hybrid","AMD Radeon R7 M440","Windows 10","2.04kg",549.99
140,"Asus","FX753VD-GC086T (i5-7300HQ/8GB/1TB","Gaming","17.3","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","3kg",938
642,"Asus","X541NA-GO414T (N3350/8GB/1TB/W10)","Notebook","15.6","1366x768","Intel Celeron Dual Core N3350 1.1GHz","8GB","1TB HDD","Intel HD Graphics 500","Windows 10","2kg",399
1019,"HP","EliteBook 840","Notebook","14.0","1366x768","Intel Core i5 6300U 2.4GHz","4GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.48kg",1099.99
410,"Acer","Aspire 7","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Linux","2.5kg",879
748,"Dell","Inspiron 7560","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10","2.0kg",1207
39,"HP","250 G6","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows 10","1.86kg",488.69
263,"MSI","GT73EVR 7RE","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.14kg",2499
423,"Dell","Latitude 3380","Notebook","13.3","1366x768","Intel Core i3 6006U 2GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.65kg",689
614,"Lenovo","IdeaPad 310-15IKB","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","6GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.4kg",564
1199,"Lenovo","IdeaPad 310-15IKB","Ultrabook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","6GB","256GB SSD","Nvidia GeForce 920M","Windows 10","1.54kg",831
285,"Lenovo","IdeaPad 320-17IKB","Notebook","17.3","1600x900","Intel Core i7 7500U 2.7GHz","6GB","128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10","2.8kg",859
347,"Lenovo","IdeaPad 320-15ABR","Notebook","15.6","Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz","12GB","2TB HDD","AMD Radeon 530","Windows 10","2.2kg",899
552,"HP","ProBook 450","Notebook","15.6","Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","2.1kg",705.5
1241,"Dell","Latitude E7270","Ultrabook","12.5","Full HD / Touchscreen 1920x1080","Intel Core i5 6300U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.26kg",1713.37
269,"Dell","Inspiron 3567","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","AMD Radeon R5 M430","Windows 10","2.24kg",565
564,"Lenovo","IdeaPad 320-17IKB","Notebook","17.3","1600x900","Intel Core i7 7500U 2.7GHz","6GB","128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10","2.8kg",949
81,"HP","ProBook 470","Notebook","17.3","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce 930MX","Windows 10","2.5kg",977
743,"Lenovo","V310-15IKB (i7-7500U/4GB/1TB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows 10","1.85kg",779
781,"Toshiba","Tecra A40-C-1E5","Notebook","14.0","IPS Panel 1366x768","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.75kg",1020
1280,"Dell","Inspiron 3567","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","6GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",459
596,"Asus","ROG Strix","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.73kg",1770
986,"Dell","Alienware 17","Gaming","17.3","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","32GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg",2800
277,"Dell","Inspiron 3576","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","AMD Radeon 520","Linux","2.14kg",735.07
306,"Asus","Rog GL702VS-GC095T","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","2.9kg",2122
480,"Dell","Latitude 7390","Ultrabook","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.42kg",1841.85
885,"Samsung","Notebook 9","Ultrabook","15.0","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","1.23kg",1849
857,"Asus","ZenBook UX310UQ-GL026T","Ultrabook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","512GB SSD","Nvidia GeForce 940M","Windows 10","1.45kg",1026
1014,"Acer","Nitro 5","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.7kg",1260
823,"Dell","Vostro 3568","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","AMD Radeon R5 M420","Windows 10","2.18kg",789.81
737,"HP","15-BW037na (A9-9420/4GB/1TB/Radeon","Notebook","15.6","Full HD 1920x1080","AMD A9-Series 9420 3GHz","4GB","1TB HDD","AMD Radeon 520","Windows 10","2.1kg",489
731,"Dell","Alienware 17","Gaming","17.3","4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz","32GB","1TB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.36kg",3659.4
631,"HP","EliteBook 850","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 7","1.88kg",932
932,"Dell","Inspiron 7567","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.6kg",1349
60,"Asus","X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux)","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","256GB SSD","Intel HD Graphics 520","Linux","2kg",415
1265,"Asus","Rog GL502VS","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","2.34kg",2325
341,"HP","EliteBook 840","Notebook","14.0","Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.48kg",1268
586,"Dell","Inspiron 3567","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","AMD Radeon R5 M430","Linux","2.2kg",749.01
535,"Dell","Inspiron 3567","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","AMD Radeon R5 M430","Windows 10","2.3kg",585
836,"Dell","Latitude 3480","Notebook","14.0","1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.76kg",585
905,"MSI","GS73VR Stealth","Gaming","17.3","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz","16GB","512GB SSD +  2TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.43kg",2649
20,"Dell","XPS 13","Ultrabook","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","128GB SSD","Intel UHD Graphics 620","Windows 10","1.22kg",979
413,"Toshiba","Portege Z30-C-16P","Ultrabook","13.3","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.2kg",1747
792,"Lenovo","IdeaPad 110-15IBR","Notebook","15.6","1366x768","Intel Celeron Quad Core N3710 1.6GHz","8GB","1TB HDD","Intel HD Graphics 405","No OS","2.2kg",329
124,"MSI","GS63VR 7RG","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  2TB HDD","Nvidia GeForce GTX 1070","Windows 10","1.8kg",2241.5
1128,"HP","Spectre Pro","Ultrabook","13.3","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.16kg",1969
299,"Lenovo","V330-15IKB (i5-8250U/8GB/256GB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","2.05kg",739
226,"Lenovo","Yoga 520-14IKB","2 in 1 Convertible","14.0","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.74kg",899
392,"Lenovo","Ideapad 510S-13IKB","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.5kg",549
459,"HP","ProBook 650","Workstation","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","2.31kg",1534
1116,"Dell","Latitude E5270","Ultrabook","12.5","1366x768","Intel Core i3 6100U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 7","1.5kg",1166.97
218,"Lenovo","IdeaPad 320-15IKBN","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","No OS","2.2kg",549
419,"HP","15-BS028nv (i3-6006U/4GB/1TB/Radeon","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon 520","Windows 10","2.1kg",469
604,"Lenovo","Thinkpad T470p","Notebook","14.0","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Intel HD Graphics 630","Windows 10","1.7kg",1474
939,"Dell","Latitude 3580","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.95kg",729.9
246,"Asus","VivoBook Pro","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce 150MX","Windows 10","2.1kg",1145
444,"Google","Pixelbook (Core","Ultrabook","12.3","Touchscreen 2400x1600","Intel Core i7 7Y75 1.3GHz","16GB","512GB SSD","Intel HD Graphics 615","Chrome OS","1.1kg",2199
1081,"Asus","ROG G701VO","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","64GB","1TB SSD","Nvidia GeForce GTX 980 ","Windows 10","3.58kg",3975
880,"Dell","Precision 3520","Workstation","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia Quadro M620","Windows 10","2.23kg",1778
408,"Asus","FX753VD-GC461T (i7-7700HQ/16GB/1TB","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.9kg",1529
186,"Lenovo","Yoga 920-13IKB","2 in 1 Convertible","13.9","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz","16GB","512GB SSD","Intel UHD Graphics 620","Windows 10","1.4kg",1849
256,"Asus","ROG G752VSK-GC493T","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10","4.3kg",1799
553,"Lenovo","ThinkPad E470","Notebook","14.0","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.87kg",785
1286,"HP","Stream 11-Y000na","Netbook","11.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","2GB","32GB Flash Storage","Intel HD Graphics 400","Windows 10","1.17kg",209
982,"Dell","Alienware 17","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","32GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg",3149
1109,"HP","Elitebook 820","Netbook","12.5","1366x768","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 7","2.4kg",1599
1294,"Dell","Inspiron 3567","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","6GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",459
1006,"Lenovo","V110-15IAP (N3350/4GB/128GB/No","Notebook","15.6","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","128GB SSD","Intel HD Graphics 500","No OS","1.9kg",270.62
768,"Acer","Aspire 3","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.1kg",599
1279,"Asus","ZenBook UX305CA-UBM1","Ultrabook","13.3","IPS Panel Full HD 1920x1080","Intel Core M 6Y30 0.9GHz","8GB","512GB SSD","Intel HD Graphics 515","Windows 10","1.2kg",729
38,"Dell","Inspiron 5770","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.8kg",979
403,"Lenovo","ThinkPad E580","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","AMD Radeon RX 550","Windows 10","2.1kg",1229.56
174,"Huawei","MateBook X","Ultrabook","13.0","IPS Panel Full HD 2160x1440","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.05kg",1349
685,"HP","Chromebook X360","2 in 1 Convertible","11.6","Touchscreen 1366x768","Intel Celeron Dual Core N3350 1.1GHz","8GB","64GB Flash Storage","Intel HD Graphics 500","Chrome OS","1.4kg",495
1251,"MSI","GE72VR Apache","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.7kg",1598
76,"Acer","Aspire E5-475","Notebook","14.0","1366x768","Intel Core i3 6006U 2GHz","8GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.1kg",389
1250,"Dell","Inspiron 3567","Notebook","15.6","Touchscreen 1366x768","Intel Core i3 7100U 2.4GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",469.01
193,"Dell","Inspiron 5770","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.8kg",1085
237,"Lenovo","Legion Y720-15IKB","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","3.2kg",1499
191,"Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","No OS","2.4kg",779
893,"Asus","VivoBook L402NA","Notebook","14.1","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.65kg",348
311,"HP","EliteBook x360","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i7 7600U 2.8GHz","16GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.28kg",1975
1271,"Lenovo","ThinkPad L460","Notebook","14.0","IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.9kg",1072
1069,"HP","ProBook 650","Notebook","15.6","1366x768","Intel Core i3 6100U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.31kg",705.15
706,"Toshiba","Portege Z30T-C-133","Ultrabook","13.3","Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.36kg",1877
545,"HP","Omen 15-ce006nv","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","12GB","1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.62kg",1799
1132,"Razer","Blade Stealth","Ultrabook","12.5","Touchscreen / 4K Ultra HD 3840x2160","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.25kg",1029
816,"HP","15-ba043na (A12-9700P/8GB/2TB/W10)","Notebook","15.6","1366x768","AMD A12-Series 9700P 2.5GHz","8GB","2TB HDD","AMD Radeon R7 Graphics","Windows 10","2.04kg",629
243,"Asus","ROG G703VI-E5062T","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz","32GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1080","Windows 10","4.7kg",3890
925,"Lenovo","IdeaPad 510-15IKB","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","6GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","2.2kg",789
1121,"MSI","GE72 Apache","Gaming","17.3","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.9kg",1511.19
61,"Dell","Inspiron 5770","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","256GB SSD +  2TB HDD","AMD Radeon 530","Windows 10","2.8kg",1299
1218,"Dell","Inspiron 5567","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","128GB SSD","AMD Radeon R7 M440","Windows 10","2.3kg",499
663,"Toshiba","Tecra A50-D-11M","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.0kg",1064
955,"Asus","X751SV-TY001T (N3710/4GB/1TB/GeForce","Notebook","17.3","1600x900","Intel Pentium Quad Core N3710 1.6GHz","4GB","1TB HDD","Nvidia GeForce 920MX","Windows 10","2.8kg",530
1282,"Dell","Inspiron 3552","Notebook","15.6","1366x768","Intel Celeron Dual Core N3050 1.6GHz","2GB","500GB HDD","Intel HD Graphics","Windows 10","2.20kg",379
987,"Toshiba","Tecra A40-C-1DF","Notebook","14.0","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.95kg",1180
1243,"Asus","X540SA-RBPDN09 (N3710/4GB/1TB/W10)","Notebook","15.6","1366x768","Intel Pentium Quad Core N3710 1.6GHz","4GB","1TB HDD","Intel HD Graphics 405","Windows 10","2.65kg",309
928,"Lenovo","ThinkPad 13","Notebook","13.3","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.44kg",881
606,"Dell","Precision 3520","Workstation","15.6","Full HD / Touchscreen 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia Quadro M620","Windows 10","2.06kg",1763
75,"MSI","GL72M 7RDX","Gaming","17.3","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.7kg",1095
1149,"Acer","Aspire E5-576G","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","2.23kg",616
166,"Dell","Inspiron 3576","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","AMD Radeon 520","Windows 10","2.13kg",728
376,"Asus","ZenBook Flip","2 in 1 Convertible","15.6","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","12GB","512GB SSD +  2TB HDD","Nvidia GeForce GT 940MX","Windows 10","2.26kg",1099
924,"HP","Elitebook Folio","Ultrabook","12.5","4K Ultra HD / Touchscreen 3840x2160","Intel Core M 6Y75 1.2GHz","8GB","240GB SSD","Intel HD Graphics 515","Windows 10","1.09kg",3100
82,"Dell","Latitude 5590","Ultrabook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.88kg",1096.16
1005,"HP","15-bs005nv (i3-6006U/4GB/1TB","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","128GB SSD +  1TB HDD","AMD Radeon 520","Windows 10","2.1kg",499
156,"MSI","GE73VR 7RE","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.8kg",1890
787,"Razer","Blade Pro","Gaming","14.0","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1060","Windows 10","1.95kg",2899
988,"Asus","Rog Strix","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.73kg",2049.9
509,"Lenovo","Yoga 920-13IKB","2 in 1 Convertible","13.9","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.4kg",1599
697,"Lenovo","V110-15ISK (3855U/4GB/500GB/W10)","Notebook","15.6","1366x768","Intel Celeron Dual Core 3855U 1.6GHz","4GB","500GB HDD","Intel HD Graphics 510","Windows 10","2.1kg",318
664,"Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","AMD Radeon 530","Windows 10","2.2kg",919
448,"Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","256GB SSD","AMD Radeon 530","Windows 10","2.2kg",749
1277,"MSI","GE62 Apache","Gaming","15.6","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.4kg",1229
757,"Dell","Latitude 5480","Notebook","14.0","1366x768","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg",1126.71
574,"Fujitsu","Lifebook A557","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.2kg",739
847,"Lenovo","N42-20 Chromebook","Notebook","14.0","1366x768","Intel Celeron Quad Core N3160 1.6GHz","4GB","16GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.5kg",325
623,"Dell","Vostro 3568","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD","AMD Radeon R5 M420","Linux","2.18kg",569
903,"Samsung","Notebook 9","Ultrabook","15.0","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.17kg",1699
